Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,symbol,modifiers
1623409504.8197908,24,1623409504,819450139,collab-activity,65289,0
1623409504.9723058,25,1623409504,972069978,collab-activity,65289,0
1623409527.6880994,26,1623409527,687901258,collab-activity,65507,0
1623409527.8226888,27,1623409527,822472095,collab-activity,65505,2
1623409528.0988648,28,1623409528,98049640,collab-activity,112,3
1623410532.1473298,29,1623410532,147067546,collab-activity,65507,0
1623410532.3377054,30,1623410532,337502956,collab-activity,65505,2
1623410532.435903,31,1623410532,435647964,collab-activity,65363,3
1623410533.2270114,32,1623410533,226836204,collab-activity,65507,0
1623410533.5939562,33,1623410533,593306303,collab-activity-2,65505,2
1623410534.3743773,34,1623410534,373540639,collab-activity-2,112,3
1623411135.2928843,35,1623411135,292646408,posttest-1,65289,0
1623411150.8731742,36,1623411150,872864007,posttest-1,32,0
1623411150.9989936,37,1623411150,998770713,posttest-1,113,0
1623411162.9932396,38,1623411162,992918252,posttest-1,65289,0
1623411163.1519413,39,1623411163,151728391,posttest-1,65289,0
1623411163.6318157,40,1623411163,631483554,posttest-1,65507,0
1623411163.8132765,41,1623411163,812960624,posttest-1,65505,2
1623411164.0522141,42,1623411164,51951885,posttest-1,65505,2
1623411164.280403,43,1623411164,280223131,posttest-1,98784247808,3
1623411164.713888,44,1623411164,713642597,posttest-1,98784247808,3
1623411165.2419322,45,1623411165,241609334,posttest-1,100,0
1623411165.2559788,46,1623411165,255788564,posttest-1,115,0
1623411165.3667958,47,1623411165,366590499,posttest-1,97,0
1623411165.4608843,48,1623411165,460582494,posttest-1,100,0
1623411165.4747121,49,1623411165,474374055,posttest-1,115,0
1623411167.7074015,50,1623411167,707224369,posttest-1,65307,0
1623411167.964556,51,1623411167,964285612,posttest-1,65507,0
1623411168.098615,52,1623411168,98307847,posttest-1,65307,2
1623411189.9774592,1,1623411189,976920604,init,65507,0
1623411190.1113598,2,1623411190,111014127,init,65505,2
1623411190.2513313,3,1623411190,251000642,init,65363,3
1623411190.4323707,4,1623411190,431976079,init,65363,3
1623411190.5492895,5,1623411190,548949241,start,65363,3
1623411190.890445,6,1623411190,890251159,intro,65363,3
1623411191.007397,7,1623411191,6982088,intro,65363,3
1623411191.1199293,8,1623411191,119637966,indiv-illustrate,65363,3
1623411191.252597,9,1623411191,252286195,pretest-1,65363,3
1623411191.4171789,10,1623411191,414170980,pretest-2,65363,3
1623411191.9513938,11,1623411191,951107263,pretest-3,65363,3
1623411192.7041676,12,1623411192,701253890,pretest-4,65363,3
1623411194.3320796,13,1623411194,331856966,pretest-5,65307,0
1623411194.4249947,14,1623411194,422005176,pretest-5,65307,0
1623411194.714933,15,1623411194,714726448,pretest-5,65507,0
1623411194.8201828,16,1623411194,819794654,pretest-5,65307,2
1623411202.65552,1,1623411202,655236005,init,65505,2
1623411203.090847,2,1623411203,90510845,init,65363,3
1623411203.5425289,3,1623411203,542074441,start,65363,3
1623411203.9752321,4,1623411203,974954128,intro,65363,3
1623411204.4070797,5,1623411204,406817674,indiv-illustrate,65363,3
1623411204.8487587,6,1623411204,848440170,pretest-1,65363,3
1623411205.2976139,7,1623411205,297308206,pretest-2,65363,3
1623411205.8258255,8,1623411205,825493574,pretest-3,65363,3
1623411206.425838,9,1623411206,425454378,pretest-4,65363,3
1623411206.9956882,10,1623411206,995373964,pretest-5,65363,3
1623411207.5104039,11,1623411207,510094404,collab-activity,65363,3
1623411208.1059418,12,1623411208,104621171,collab-activity-2,65363,3
1623411209.1440835,13,1623411209,143791913,posttest-1,65513,0
1623411216.8338296,14,1623411216,833430767,posttest-1,65507,0
1623411216.973495,15,1623411216,973217964,posttest-1,65505,2
1623411217.0302541,16,1623411217,29499530,posttest-1,112,3
1623411441.4989119,17,1623411441,498675107,debriefing,65507,0
1623411441.8403556,18,1623411441,839955568,debriefing,65307,2
